category,title,company,description
advocate,"Developer Advocate, Manager",Databricks,"About the job
RDQ326R36

Are you a charismatic data engineering Developer Advocate at heart, someone who excels in the spotlight, loves presenting and hosting events, possesses a deep knowledge of the Databricks Intelligence Platform, and knows how to grow a team?

As a Databricks Developer Advocate Manager, you’ll manage a Databricks Lakehouse DevRel team and be a crucial link between our engineering teams and the broad community of data professionals building their careers on Databricks technologies. You'll share your knowledge and be a conduit between the engineering teams and the wider developer community of data engineers building their careers, products, and services on technologies like the open source Apache Spark™, Unity Catalog, Delta Lake, MLflow, and Apache Iceberg™.

This role will leverage your strong expertise in Databricks to educate, inspire, and support our growing user base. It will also build on your strong reputation within the open source communities and relationships with the Apache and Linux foundations.

Your responsibilities will encompass strong team management and a wide range of knowledge-sharing activities. You’ll lead by example and deliver engaging talks, host insightful panels and meetups, create informative blogs and video content, develop comprehensive courseware, provide expert answers in community forums, and conduct one-on-one sessions with influential data engineers and scientists. These efforts will help disseminate best practices and foster a thriving Databricks community.

Community engagement will be at the heart of your role. You’ll work closely with the Databricks community and the product team, ensuring that user needs and product development align seamlessly. Reporting directly to the Head of Developer Relations, you’ll collaborate with fellow Developer Advocates and program managers to create a cohesive and impactful developer relations strategy for Databricks Lakehouse.

The ideal candidate for this position will embody the values of our Developer Relations team: a deep passion for data and AI, genuine empathy for developers’ needs, and a strong commitment to effectively explaining our products.

You’ll use your diverse Databricks skill set to educate the community about Databricks technologies and continuously gather and utilize community feedback to improve the developer experience.

More About The DevRel Team

At Databricks, we are passionate about enabling data teams to solve the world’s most challenging problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world’s best data and AI infrastructure platform so our customers can use deep data insights to improve their business.

Our ability to execute this mission depends on building trust and recognition with an ever-growing community of data engineers, analysts, scientists, machine learning, and AI practitioners.

The Developer Relations (DevRel) team at Databricks is dedicated to building and fostering relationships with communities of data practitioners. Our primary goal is to drive awareness and adoption of the Databricks Data + AI Platform and related open source software (OSS) solutions such as Apache Spark™, Delta Lake, Unity Catalog, and MLflow.

The Impact You Will Have

Manage and grow a team of Databricks Lakehouse Developer Advocates by leading by example. 
Drive awareness and adoption of Databricks technologies through speaking engagements at industry events and conferences
Create high-quality educational content like videos, sample notebooks, datasets, tutorials, courseware, and blog posts.
Expand and nurture the Databricks user community by organizing and growing meetups and user groups and providing support to data scientists, engineers, and analysts in online communities.
Collaborate with product and engineering teams to share community learnings and influence product direction.
Create and manage developer-focused programs to foster engagement and loyalty, creating a positive developer experience for data practitioners.
Gather and analyze feedback from the community to drive continuous improvement of Databricks products and services.

What We Look For

Experience managing and growing a DevRel team
5+ years experience as DevRel and as a software developer, solutions architect, or related profession
Subject matter knowledge of solving data engineering problems at all scales.
Passion for building strong teams and team members
Comprehensive understanding of the Databricks products and ecosystem
Experience working with the Linux and Apache™ foundations and contributing to open source communities
Active participation and recognized leadership in Databricks community forums, chats, and meetups
Proven track record in nurturing developer communities, organizing user groups, and facilitating global meetups
Exceptional communication skills, with a talent for articulating complex Databricks concepts through writing, teaching, videos, and public speaking
Deep empathy for developer needs, with the ability to craft engaging experiences across tutorials, notebooks, and community platforms
Adept at collaborating with cross-functional stakeholders to align community initiatives with product objectives
Demonstrated ability to catalyze growth in both digital and in-person developer communities

Pay Range Transparency

Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents base salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks utilizes the full width of the range. The total compensation package for this position may also include eligibility for annual performance bonus, equity, and the benefits listed above. For more information regarding which range your location is in visit our page here.

Zone 2 Pay Range

$151,500—$232,400 USD"
advocate,Clean Energy Advocate,Environment America,"About the job
Environment California is seeking a Clean Energy Advocate to run campaigns to get more clean, renewable energy powering California’s homes, schools, businesses and transportation system.


As our Clean Energy Advocate, you’ll work with the State Director and the national clean energy program team at Environment America to:
Stand up for rooftop solar and storage so we can catch the sun on more rooftops and save it for later too.
Go big on offshore wind.
Reduce energy waste with more efficiency and effective conservation programs.


Key Responsibilities 

Our Advocate will work with our Director and other staff on campaigns for more clean renewable energy to power California’s homes, schools and businesses with 100% renewable energy. This position requires exercising discretion and independent judgment in making decisions in matters of significance. Responsibilities may include, but are not limited to:
Program: Run our campaigns for clean energy in California, including policy development, research and messaging.
Advocacy: Represent Environment California and advance our strategy in the California State Capitol. Develop strong and collaborative relationships with state agencies, partner organizations, coalitions, legislators and legislative staff on both sides of the aisle, and other stakeholders to advance shared goals. Seek out and identify policy opportunities related to our issue portfolio and make recommendations regarding policy positions and messaging.
Communications and Media Outreach: Work with your team to develop materials for lawmakers, the public, and the media to help advance our campaigns, including opinion editorials, press releases, letters to the editor, campaign action emails, fact sheets, bill summaries and policy briefs, regulatory comments, analyses, and presentations.
Fundraising: Fundraise from charitable foundations and individual donors to support our program.
Build the team: You will be part of a California-based team of advocates and campaign staff working to advance our policy goals. Advocates may serve as mentors or supervisors to less experienced staff, recruit and train new interns and volunteers to increase our impact and build our power, and participate in recruitment of new staff.


Qualifications

You are:
A campaign advocate, campaign staffer or grassroots organizer with at least 3 years of experience team building and/or coalition building.
An effective communicator with excellent writing and public speaking skills. Experience with traditional media or digital communications is a plus.
Creative and effective at solving complex problems; a strategic thinker who can take advantage of new opportunities.
A people person and good listener with a track record of successful access-building; willing and interested in working with people who think differently than you.
Well-organized and able to work on multiple legislative and administrative proposals at once.
Demonstrated commitment to environmental and public interest issues and to citizen-based social change.
A proven ability to recruit, train and develop staff, raise money, and demonstrated success in building relationships with the full spectrum of environmental and political stakeholders.
"
accountant,The Gardeners,Accountant,"About the job
Job Summary

We are seeking a detail-oriented and highly organized Accountant to join our team. The successful candidate will be responsible for managing financial records, ensuring compliance with relevant regulations, and providing accurate financial reporting. The ideal candidate will have strong analytical skills, a solid understanding of accounting principles, and the ability to work independently or as part of a team.
Key Responsibilities

1. Invoicing, Financial Reporting and Analysis
· Prepare accurate financial statements, including balance sheets, income statements, cash flow statements and budgets
· Analyze financial data to identify trends, variances, and areas for improvement.
2. General Ledger Management
• Maintain and reconcile general ledger accounts.
• Perform month-end and year-end closing processes.
3. Accounts Payable and Receivable
• Process invoices, payments, and receipts in a timely manner.
• Monitor accounts receivable aging reports and follow up on overdue accounts.
4. Budgeting and Forecasting
• Assist in preparing budgets and financial forecasts.
• Track budget performance and provide variance analysis.
5. Compliance and Auditing
• Ensure compliance with local, state, and federal tax regulations.
• Assist with internal and external audits by providing necessary documentation.
6. Payroll Processing
• Oversee payroll calculations, deductions, and tax filings.
• Ensure timely payment of employee salaries and benefits.
7. Process Improvement
• Identify opportunities to streamline accounting processes.
• Implement best practices to enhance accuracy and efficiency.
8. Other Duties
• Provide support during special projects or initiatives.
• Stay updated on changes in accounting standards and regulations.


Education & Experience:

· Bachelor’s degree in Accounting, Finance, or a related field (required).
· CPA or equivalent certification (preferred).
· 5+ years of experience in accounting or a related role (preferred).
Skills & Competencies:

· Strong knowledge of Generally Accepted Accounting Principles (GAAP).
· Proficiency in Quickbooks Desktop and Quickbooks Online accounting software, and Microsoft Excel
· Excellent analytical skills with attention to detail.
· Strong organizational and time-management abilities.
· Effective communication skills for collaborating with team members and stakeholders.
Additional Requirements:

· Familiarity with tax laws and regulations.
· Ability to handle sensitive information with confidentiality.
Work Environment
· Office-based role with occasional remote work flexibility (if applicable).
Compensation & Benefits
· Competitive salary based on experience. $60,000-72,000
· Comprehensive benefits package (e.g., health insurance, retirement plans)."
accountant,"
Hillsboro Residential",Senior Accountant,"About the job
Senior Accountant


About Hillsboro Residential

Hillsboro Residential is a leading developer and general contractor specializing in multifamily construction. We pride ourselves on delivering exceptional quality and service while adhering to the highest industry standards. We are seeking a skilled construction senior accountant to join our dynamic team.
 
About the Role

Based full-time in our corporate office in Nashville, the Senior Accountant with Hillsboro Residential will play a crucial role in the financial management of construction projects from inception to completion. Your expertise in accounting principles and construction-specific requirements will be vital in maintaining accurate financial records and supporting project management teams.
 
Work Requirements and Qualifications



Education:

Bachelor’s degree in Accounting, Finance, or a related field.
CPA designation preferred
Experience:

Minimum of 5 years of accounting experience
Demonstrated knowledge of:
Prevailing wage compliance reporting
Compilation of contractor requisitions (pay applications)
Managing subcontractor payables
Financial reporting in the context of construction
Experience in the construction industry or with general contractors is highly desirable.
Skills:

Strong understanding of accounting principles and financial management.
Proficiency in accounting software and Microsoft Office Suite (Excel, Word, Outlook).
Excellent analytical and problem-solving skills.
Attention to detail and ability to manage multiple priorities.
Strong organizational and communication skills.
 

Essential Job Functions and Responsibilities



Financial Reporting and Analysis:

Prepare and review financial statements, reports, and budgets
Analyze financial data and provide insights to project managers and senior management.
Ensure timely and accurate reporting of financial performance and project status.
Project Cost Management:

Track and manage project costs, including labor, materials, and subcontractor expenses.
Reconcile project-related accounts and resolve discrepancies.
Assist in budgeting and forecasting, including cost estimation and financial planning.
Accounts Payable and Receivable:

Manage accounts payable and receivable
Process invoices timely and accurately
Coordinate with vendors and subcontractors regarding financial transactions and contract compliance.
Audit and Internal Controls:

Support internal and external audits by providing necessary documentation and explanations.
Implement and maintain internal controls to safeguard financial assets and ensure accuracy.
Communication and Collaboration:

Collaborate with project managers, contractors, and other stakeholders to address financial issues and support project success.
HUD Compliance and Documentation:

Ensure compliance with HUD regulations and guidelines for financial reporting and documentation.
Maintain up-to-date knowledge of HUD regulations and changes affecting financial practices.
 

Compensation & Benefits

Compensation for the Executive Assistant is salaried, based on experience, and paid bi-weekly. Benefits include:
Medical, Vision, and Dental Insurance Options
Paid Time Off
Company Issued Laptop and cell phone
Opportunities to invest in company-sponsored real estate and private equity transactions
 

Application Process

Interested applicants should complete the Culture Index survey, upload a resume, and be available for an interview. Applicants will be subject to a background check and drug test as part of the application process. Applicants must be available for in-person interviews in Nashville, TN.


Legal Terms

Hillsboro Residential, LLC provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability status, protected veteran status, genetics or any other characteristic protected by federal, state, or local law. In addition, Hillsboro Residential, LLC complies with applicable federal, state, and local laws governing nondiscrimination in employment. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.


Notice: Federal law requires all employers to verify the identity and employment eligibility of all persons hired to work in the United States. Hillsboro Residential, LLC is an employer who participates in the E-Verify program."
accountant,Staff Accountant,Capano Management,"About the job
*Please note: This post is intended for individuals interested in the position to submit an application and is NOT for recruiting firms to reach out.



Capano Management is seeking a Staff Accountant to assist the Accounting Department in creating timely and accurate financial statements and carrying out special accounting projects. 

 
Role and Responsibilities.

Post month-end entries including, but not limited to, prepaid expenses, accruals, depreciation, and amortization.
Reconcile bank accounts and general ledger on a monthly basis.
Approve invoices for respective entities weekly.
Prepare workbooks for outside tax professionals.
Adhere to all regulations, policies, work procedures, and instructions.
Communicate with co-workers, management, clients, and others in a courteous and professional manner.
Other duties and projects as assigned


Qualifications and Preferred Skills.

Proficient use and understanding of Microsoft Office Suite, specifically Excel, including the use of formulas
Experience with multiple entity structures and inter-company transactions
Exceptional analytical, written, and verbal communication skills
Acute attention to detail and ability to promote high quality standards
Excellent organizational skills and ability to manage multiple priorities with competing deadlines
Exhibits behaviors of honesty, commitment to goal achievement and effective relationships with colleagues
Self-start with the ability to quickly adapt to new circumstances as they arise
Ability to lead by example, acknowledge and assume responsibility for successes and failures in terms of actions, decisions, processes, and results
Ability to maintain a high level of confidentiality keeping all account information confidential and handle discrete matter appropriately
 
Education and Experience

Bachelor’s degree in accounting preferred
Minimum of two (2) years of related experience
Prior experience with Entrata or CMiC is preferred but not required


Capano Management is an Equal Opportunity Employer that values and encourages diversity. We solicit applications from all qualified applicants without regard to race, color, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, veteran status, gender identity, genetic information, or any other characteristic protected by federal, state, or local law. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce. All employment is decided on the basis of qualifications, merit, and business need."
accountant,Senior Property Accountant,Stackhouse Development,"About the job
Senior Property Accountant – Join Our Growing Real Estate Team

Location: RTP Office (4+ days a week)
Company: Family Office with a Growing Real Estate Portfolio
Are you an experienced property accountant with a passion for real estate and financial accuracy? Do you thrive in a dynamic environment managing multiple properties and working collaboratively with a growing team? If so, we invite you to apply for our Senior Property Accountant position.


About Us:

We are a dynamic Family Office managing a diverse portfolio of real estate assets. Our operations include regional property management, local storage construction, land development, and family office accounting. With a dedicated team across multiple states, we are experiencing significant growth and success.


Position: Senior Property Accountant

The Senior Property Accountant will be responsible for managing the financials for a portion of our manufactured housing properties, ensuring the accuracy of all transactions, reconciliations, and financial reporting. This role requires a detail-oriented professional with strong accounting skills, a deep understanding of property management accounting, and the ability to collaborate across teams to maintain financial integrity.


Key Responsibilities:



Property Accounting & Financial Operations:
Manage the general ledger and financial transactions for an assigned portfolio of properties.
Reconcile bank accounts, tenant ledgers, and property-level financials.
Oversee month-end and year-end close processes for assigned properties.
Ensure timely and accurate posting of revenue, expenses, and accruals.
Process and review accounts payable, accounts receivable, and cash transactions.


Financial Reporting & Analysis:
Prepare and analyze monthly, quarterly, and annual financial statements for assigned properties.
Assist in the preparation of budget-to-actual variance reports and financial forecasts.
Work closely with property management teams to analyze financial performance and trends.
Assist in the annual budgeting process for assigned properties.


Compliance & Internal Controls:
Ensure all accounting procedures align with GAAP and company policies.
Assist in audit preparation and tax return support.
Maintain internal controls and best practices to improve financial efficiency.


Collaboration & Customer Service:
Build strong, collaborative relationships with property managers, vendors, and team members.
Respond to internal and external accounting inquiries in a timely manner.
Take ownership of responsibilities and proactively address accounting challenges.


Qualifications:

3+ years of experience in real estate or property management accounting.
Strong knowledge of GAAP and property management accounting principles.
Proficiency in accounting software (experience with Rent Manager highly desired).
Experience with general ledger functions and financial statement preparation.
Strong analytical and quantitative skills, with meticulous attention to detail.
BS degree in Accounting, Finance, or a related field (CPA preferred but not required).


Why Join Us?

Be part of a growing and dynamic real estate investment team.
Work in an environment that values collaboration, accuracy, and financial excellence.
Gain experience with a diverse real estate portfolio in a fast-growing sector.
Competitive salary and benefits package with opportunities for growth.


If you are a motivated and detail-oriented property accounting professional looking for an opportunity to contribute to a fast-paced and expanding real estate organization, we encourage you to apply!"
accountant,Accounts Receivable Manager,TYM North America,"About the job
Position Summary:  TYM-North America is currently seeking a skilled and experienced Accounts Receivable Manager to join our finance team located in Rome, GA. This role offers an exciting opportunity for a strategic professional to lead and optimize our Accounts Receivable processes. The Accounts Receivable Manager will assist in ensuring that the company receives payment for goods and services offered to clients while leading the AR team. Our ideal candidate is analytical and methodical, with experience in both collections and accounting. 

 
Job Functions: 

Manage AR team and assist with invoicing, posting payments, floorplan account management, dealer reconciliations, collections, and other related duties as needed. 
Prepares, posts, verifies and records customer payments and transactions related to accounts receivable. 
Manages and assists invoicing team according to company practices, addressing issues and problems and finding resolutions.
Directly supervises AR team of 8.
Maintains and updates customer files, including name or address changes, mergers, or mailing attentions. 
Drafts correspondence for standard past-due accounts and collections, identifies delinquent accounts by reviewing files, and contacts delinquent accountholders to request payment. 
Creates reports regarding the status of customer accounts as requested. 
Research statement discrepancies and past-due accounts.
Collaborates with Management to reconcile accounts receivable on a periodic basis. 
Assists in generating monthly billing statements based on the general ledger. 
Assists Senior Accounting Manager in reconciling revenue accounts each month.
Copies, files, and retrieves materials for accounts receivable as needed. 
Relay changes of information to appropriate employees. 
Performs other related duties as assigned. 
 

Job Qualifications:

 

Excellent Oral and Communication skills.
Bachelor’s degree in accounting or related field preferred. 
At least 5 years of related experience required.
Personnel management required.
Advanced proficiency in Microsoft Office Suite (Excel). 
Proficient in SAP B1 a bonus.
Experience with Floorplan financing a bonus.
Ability to anticipate work needs and interact professionally with customers. 
Excellent organizational skills and attention to detail. 
Regular and reliable attendance is required. 


Not accepting candidates through recruiting agencies. This is a direct hire position.



This job description reflects management’s assignment of essential functions; it does not prescribe or restrict the tasks that may be assigned. This job description also does not constitute an employment agreement between the employer and employee and is subject to change by the employer as the needs of the employer and requirements of job change.

 
TYM-North America is an Equal Opportunity Employer that is committed to Diversity and Inclusion in the Workplace. "
accountant,Accountant - Bilingual,bioXcellerator,"About the job
BioX Companies is the parent company of a leading international Stem Cell Therapy and Research company. We are a fast-growing international healthcare organization with clinic locations in Medellin , Colombia, Monterrey, Mexico, and in the coming year the United States. We are committed to delivering innovative patient care across borders. We are seeking a skilled Accountant to join our team at our U.S. headquarters in Scottsdale AZ area.




Position Summary:

We are looking for an experienced Accountant (3 years) who will support the financial operations of our multi-entity organization. The ideal candidate will be highly proficient in QuickBooks, Excel, and know U.S. GAAP accounting, with experience in budgeting, financial reporting, reconciliations, accounts payable and payroll processing. This position requires bilingual fluency in Spanish and English.




Responsibilities:

Perform daily, weekly, bi-monthly and monthly accounting functions including:
Journal Entries
Bank & Credit Card Reconciliations
Accounts Payable & Vendor Management
Payroll Processing & Reporting
Assist with monthly, quarterly, and year-end close processes.
Prepare financial reports and analysis for management.
Support budgeting, forecasting, and variance analysis.
Work in QuickBooks and Microsoft Excel daily.
Manage accounting records across U.S., Mexico, and Colombia entities.




Qualifications:

Bachelor’s Degree in Accounting, Finance, or related field.
3 years of accounting experience (multi-entity or international a plus).
Strong knowledge of U.S. GAAP accounting principles.
Proficient in QuickBooks (Online).
Advanced Microsoft Excel skills (pivot tables, VLOOKUP, formulas).
Bilingual (Spanish & English) – Required.
Must reside in the Greater Phoenix, AZ area (Onsite/Remote)




Preferred Experience:

Healthcare or clinic-based industry experience.
Multi-currency and international accounting knowledge.
Familiarity with payroll systems/ HR and A/P processes
QuickBooks
Posting journal entries, bank and Payroll reconciliations




Compensation & Benefits:

Competitive Salary
Health Insurance
Paid Time Off (PTO)
Hybrid Work Flexibility
Opportunity for growth within an expanding international healthcare organization."
accountant,Senior Accountant,Rogers & Company PLLC,"About the job
Rogers & Company is a public accounting firm headquartered in Tysons Corner, Virginia. For nearly 25 years, we have served clients across the U.S. and internationally. Our core focus is delivering high-quality audit, tax compliance, and outsourced accounting services to nonprofit organizations, including associations, charities, and foundations.


As a client-centered firm with a reputation for excellence and impact, we offer experienced professionals the opportunity to work closely with industry-leading clients, develop long-term careers, and enjoy greater autonomy in shaping their growth.


Position Summary

We are seeking Senior Accountants to join our Outsourced Accounting Services Practice. This is an excellent opportunity for experienced professionals looking for meaningful work, a collaborative environment, and career advancement potential. You will lead outsourced accounting engagements for nonprofit clients, overseeing day-to-day operations, financial reporting, and team development.


Essential Duties and Responsibilities

Oversee daily accounting operations and ensure timely, accurate financial reporting for assigned nonprofit clients.
Manage full-cycle general ledger activities, including complex journal entries, accruals, and account reconciliations.
Lead monthly, quarterly, and annual closings, ensuring the integrity of financial statement.
Prepare and review financial reports in accordance with U.S. GAAP, including dashboards, KPIs, and variance analyses.
Supervise, train, and mentor junior accountants, reviewing their work and supporting their development.
Guide proper account classification and review balance sheets for completeness and accuracy.
Serve as a primary point of contact for clients, fostering strong relationships and clear communication.
Liaise with external auditors and tax professionals, coordinating schedules and documentation.
Support process improvement initiatives and the development of standardized best practices.
Participate in special projects such as system implementations and ad-hoc advisory work.
Maintain client-specific documentation, policies, and procedures to ensure accurate, repeatable workflows.


Qualifications

Bachelor’s degree in Accounting or related field.
5 to 7+ years of accounting experience, with a strong preference for nonprofit or outsourced accounting backgrounds.
Proficiency in accounting systems such as Sage Intacct, QuickBooks Online, and Bill.com.
Deep knowledge of U.S. GAAP, especially as it applies to nonprofit organizations.
Strong organizational, time management, and documentation skills.
Excellent written and verbal communication skills, including the ability to explain complex concepts clearly.
Team-oriented, professional, and adaptable with a proactive, problem-solving mindset.


This opportunity is located in our Tysons Corner, VA office, as a hybrid position requiring in-office or client site work three days per week, and remote work the remaining days. If you are an ambitious and dedicated professional, our firm offers an optimal environment for your continued career growth and success. Rogers & Company provides competitive compensation and additional benefits, including:


Benefits

Flexible time off (FTO), hybrid work arrangements, and firm holidays.
Traditional and Roth 401K plans, with firm matching.
Health, dental, and vision insurance.
Short and long-term disability, AD&D, and life insurance.
Minimum of 40 hours paid continuing professional education.
Paid maternity and paternity leave.
Annual performance-based bonus compensation.


More About Rogers & Company

Rogers & Company is recognized as a premier CPA firm serving the nonprofit sector. Our clients include nationally and internationally known charities, foundations, and associations. As a proud member of the Alliott Global Alliance - a worldwide network of over 200 independent firms across nearly 100 countries - we combine local expertise with global reach. We foster a culture of excellence, innovation, and support, giving our team the space to grow professionally while making a lasting impact in the nonprofit world.


Our commitment to diversity is evident in our employment practices, where we provide equal opportunities to all employees and applicants, irrespective of race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, or any other characteristic protected by federal, state, or local laws.


Third-Party Submissions

Our firm does not accept unsolicited candidates, referrals, or resumes from staffing agencies, recruiters, or any other third-party paid services. Referrals, resumes, or candidates submitted to Rogers & Company, its employees, or owners without a pre-existing signed agreement by both parties covering the submission will be considered free of charge and become the property of Rogers & Company.

Benefits found in job post"
accountant,Property Accountant,Good Carbon Co.,"About the job
Join the Future of Sustainable Living with Good Carbon Co.

At Good Carbon Co., we’re not just imagining a better future—we’re actively building it. From acquiring and transforming properties into thoughtfully curated, eco-friendly living spaces to managing them with care, we’re redefining what it means to live sustainably. Our mission? To create communities where innovation meets comfort, and people truly love where they live.


If you're looking for more than just a job—if you want to make an impact while growing your career—keep reading!


Property Accountant

We’re looking for a detail-oriented and proactive Property Accountant to join our team. You’ll be responsible for keeping our financials in top shape, managing transactions, ensuring compliance, and making sure the numbers add up (literally!). This role is perfect for someone who loves balancing budgets, analyzing data, and playing a key role in the financial health of our properties.


What You’ll Do:

Financial Reporting & Compliance

Prepare monthly, quarterly, and annual financial statements for our properties.
Maintain accurate general ledger accounts and ensure proper classification of transactions.
Stay ahead of GAAP and industry regulations, keeping everything compliant.
Support external audits, making sure all documentation is in place.


Accounts Payable & Receivable

Oversee rent collections, tenant billing, and vendor payments to keep cash flow smooth.
Ensure invoices are processed accurately and on time.
Monitor outstanding balances and assist with payment plans when necessary.


Budgeting & Financial Analysis

Help create annual operating budgets and forecasts.
Analyze property performance and provide recommendations for cost-saving measures.
Conduct financial analysis to support decision-making on property investments and improvements.


Lease & Financial Administration

Maintain lease databases and ensure accurate rent and incentive tracking.
Assist with financial reviews for new acquisitions and property expansions.


What You Bring to the Table:

Bachelor’s degree in Accounting, Finance, or a related field.
2-3 years of experience in property accounting or real estate finance.
CPA designation (or working toward it) is a big plus!
Experience with accounting software like Yardi, MRI, or similar platforms.
Strong understanding of financial reporting, budgeting, and compliance.
Excellent analytical and problem-solving skills—you love digging into the details.
A natural ability to communicate and collaborate with different teams.
A can-do attitude and the ability to adapt in a fast-paced environment.


Why You’ll Love Working Here:

Competitive Salary: $62,000 - $80,000 per year (based on experience).
401(k) with employer match—because your future matters.
Comprehensive health insurance (including dental and vision).
Paid time off & vacation days—because work-life balance is real.
Opportunities for growth in a company that’s expanding fast.
A meaningful mission—be part of a team that’s making real, sustainable change!


If you’re ready to join a company that values innovation, sustainability, and collaboration, we’d love to hear from you!


Apply today and take the next step toward a career where your skills make a difference!"
accountant,Senior Tax Accountant,ALLO Fiber,"About the job
At ALLO, we believe people are our biggest asset. Our team brings the ALLO mission to life because as local members of each community, we live, work, play, and volunteer right here with you. We're passionate about being involved and contributing to the success and progress of each of our GIG Communities.


We pursue these passions because ALLO leaders have created a workplace where folks are valued, ideas are heard, and leaders and teammates show up for each other at work and in life.


The Tax Accountant is responsible for ensuring the company remains in full compliance with federal, state, and local tax regulations. This role focuses on the preparation, filing, and analysis of various taxes, including personal property tax, sales and use tax, and corporate tax filings. Additionally, the Tax Accountant will conduct tax research, work closely with external tax consultants, and serve as a liaison between the company and regulatory authorities. The ideal candidate is detail-oriented, proactive, and possesses a deep understanding of tax laws and compliance standards.


RESPONSIBILITIES:

Personal Property Tax Compliance:

Prepare and file personal property tax returns in compliance with state and local jurisdictions.
Maintain asset records to ensure accurate reporting of taxable property. 
Monitor changes in personal property tax regulations and assess their impact on the company. 
Assist in audits and provide documentation related to personal property tax assessments.


Sales & Use Tax Filings:

Prepare and file sales and use tax returns in multiple states and jurisdictions. 
Conduct monthly reconciliation of sales and use tax liabilities. 
Ensure proper taxability determination of purchases and sales transactions. 
Assist in responding to sales tax audits and inquiries from tax authorities.


Tax Research & Compliance:

Conduct research on federal, state, and local tax laws to ensure compliance. 
Research tax exemption qualifications for various customer types and jurisdictions. 
Validate and maintain customer tax exemption certificates to ensure compliance. 
Stay updated on legislative changes that could impact tax liabilities and reporting requirements. 
Collaborate with sales and finance teams to properly apply customer taxing rules based on tax regulations. 
Monitor tax rate changes and ensure the correct taxation of customers based on their geographic location and business category. 
Provide recommendations on tax strategies to optimize compliance and minimize liabilities.


Collaboration with Tax Consultants & External Agencies:
Work with external tax consultants, auditors, and attorneys on special tax projects, state incentive, audits, and compliance matters.
Provide necessary financial and operational data for external tax advisory firms. 
Review tax consultant reports and recommendations, ensuring alignment with business objectives.


Liaison Responsibilities:
Act as the primary point of contact for tax-related inquiries from internal teams, external consultants, and tax authorities. 
Communicate and coordinate tax compliance strategies with finance, legal, and operational teams. 
Support the implementation of tax-saving initiatives and risk management strategies. 


Process Improvement & Documentation: 
Develop and maintain tax compliance calendars to ensure timely filing of tax returns. 
Implement and improve internal controls related to tax compliance. 
Maintain and update tax documentation, records, and exemption certificates. 


EDUCATION/EXPERIENCE:

Bachelor’s degree in accounting, finance, or a related field. 
CPA, CMA, or CMI (Certified Member of the Institute for Professionals in Taxation) preferred. 
5+ years of experience in tax compliance, tax accounting, or related roles. 
Strong knowledge of federal, state, and local tax regulations. 
Extensive Microsoft Excel experience. Excellent analytical, problem-solving, and organizational skills. 
Strong attention to detail and ability to manage multiple deadlines in a fast-paced environment. 
Strong interpersonal and communication skills for working with external consultants and internal departments.


SKILLS / KNOWLEDGE / ABILITIES:

Proficiency in Microsoft Excel 
Strong analytical, problem-solving, and decision-making skills 
Excellent communication and interpersonal abilities 
Ability to manage multiple priorities and meet deadlines in a fast-paced environment


People are our passion. At ALLO, we don’t treat you like a number. You’re a human being.
Get ready to plug into the perks at ALLO:
Free ALLO Service: We’ll pick up the tab on your ALLO fiber internet, TV, and phone bill. 
Retirement Plan: The fiber future isn’t the only one we care about. We match your 401(k) savings up to 5%.
Health and Wellness: Participate in quarterly wellness challenges, and we’ll deposit extra cash into your checking or health savings accounts.
Benefits: Our benefits include medical, vision, and dental with low employee costs. Not to mention generous Earned Time Off (ETO) program.
Sponsorships: 

Are you passionate about a local fundraiser or philanthropy? We strive to give back to what matters most to our communities.
Tuition Assistance: Have a thirst for knowledge? We like that, which is why we’re proud to offer assistance with the cost of your tuition.


ALLO is an Equal Opportunity Employer. We are committed to providing opportunities to all applicants and associates without regard to race, color, religion, sex, pregnancy, national origin, age, disability, marital status, sexual orientation, gender identity, military and veteran status, and any other characteristic protected by applicable law. ALLO believes that diversity and inclusion within our team is critical to our success as a company. We seek to recruit, develop, and retain the most talented people."
