Resume_ID,JD_idx,JD_title,Score
22622351,21,Financial Sales Consultant,0.0
22622351,22,Finance Specialist,0.029
22622351,23,Financial Advisor,0.0
22622351,24,Financial Advisor,0.0
22622351,25,Finance & Warehouse Assistant,0.0
22622351,26,Senior Financial Consultant,0.0
22622351,27,Financial Advisor,0.0
22622351,28,Financial Advisor/Wealth Manager ,0.0
22622351,29,Vice President Finance,0.0
61634281,20,Finance Manager,0.0
61634281,21,Financial Sales Consultant,0.006
61634281,22,Finance Specialist,0.033
61634281,23,Financial Advisor,0.021
61634281,24,Financial Advisor,0.011
61634281,25,Finance & Warehouse Assistant,0.0
61634281,26,Senior Financial Consultant,0.007
61634281,27,Financial Advisor,0.005
61634281,28,Financial Advisor/Wealth Manager ,0.022
61634281,29,Vice President Finance,0.0
24530382,20,Finance Manager,0.0
24530382,21,Financial Sales Consultant,0.0
24530382,22,Finance Specialist,0.0
24530382,23,Financial Advisor,0.0
24530382,24,Financial Advisor,0.0
24530382,25,Finance & Warehouse Assistant,0.0
24530382,26,Senior Financial Consultant,0.0
24530382,27,Financial Advisor,0.0
24530382,28,Financial Advisor/Wealth Manager ,0.0
24530382,29,Vice President Finance,0.028
27018361,20,Finance Manager,0.112
27018361,21,Financial Sales Consultant,0.0
27018361,22,Finance Specialist,0.0
27018361,23,Financial Advisor,0.0
27018361,24,Financial Advisor,0.0
27018361,25,Finance & Warehouse Assistant,0.0
27018361,26,Senior Financial Consultant,0.0
27018361,27,Financial Advisor,0.0
27018361,28,Financial Advisor/Wealth Manager ,0.0
27018361,29,Vice President Finance,0.0
92524964,20,Finance Manager,0.0
92524964,21,Financial Sales Consultant,0.0
92524964,22,Finance Specialist,0.0
92524964,23,Financial Advisor,0.0
92524964,24,Financial Advisor,0.0
92524964,25,Finance & Warehouse Assistant,0.0
92524964,26,Senior Financial Consultant,0.0
92524964,27,Financial Advisor,0.0
92524964,28,Financial Advisor/Wealth Manager ,0.0
92524964,29,Vice President Finance,0.008
19405513,20,Finance Manager,0.0
19405513,21,Financial Sales Consultant,0.006
19405513,22,Finance Specialist,0.006
19405513,23,Financial Advisor,0.02
19405513,24,Financial Advisor,0.01
19405513,25,Finance & Warehouse Assistant,0.0
19405513,26,Senior Financial Consultant,0.006
19405513,27,Financial Advisor,0.005
19405513,28,Financial Advisor/Wealth Manager ,0.021
19405513,29,Vice President Finance,0.0
17775916,20,Finance Manager,0.0
17775916,21,Financial Sales Consultant,0.0
17775916,22,Finance Specialist,0.0
17775916,23,Financial Advisor,0.0
17775916,24,Financial Advisor,0.0
17775916,25,Finance & Warehouse Assistant,0.0
17775916,26,Senior Financial Consultant,0.0
17775916,27,Financial Advisor,0.0
17775916,28,Financial Advisor/Wealth Manager ,0.0
17775916,29,Vice President Finance,0.007
18975686,20,Finance Manager,0.0
18975686,21,Financial Sales Consultant,0.0
18975686,22,Finance Specialist,0.0
18975686,23,Financial Advisor,0.0
18975686,24,Financial Advisor,0.0
18975686,25,Finance & Warehouse Assistant,0.0
18975686,26,Senior Financial Consultant,0.0
18975686,27,Financial Advisor,0.064
18975686,28,Financial Advisor/Wealth Manager ,0.0
18975686,29,Vice President Finance,0.006
28758002,20,Finance Manager,0.0
28758002,21,Financial Sales Consultant,0.006
28758002,22,Finance Specialist,0.006
28758002,23,Financial Advisor,0.022
28758002,24,Financial Advisor,0.011
28758002,25,Finance & Warehouse Assistant,0.0
28758002,26,Senior Financial Consultant,0.007
28758002,27,Financial Advisor,0.31
28758002,28,Financial Advisor/Wealth Manager ,0.023
28758002,29,Vice President Finance,0.0
59938965,20,Finance Manager,0.0
59938965,21,Financial Sales Consultant,0.0
59938965,22,Finance Specialist,0.0
59938965,23,Financial Advisor,0.0
59938965,24,Financial Advisor,0.0
59938965,25,Finance & Warehouse Assistant,0.0
59938965,26,Senior Financial Consultant,0.0
59938965,27,Financial Advisor,0.0
59938965,28,Financial Advisor/Wealth Manager ,0.0
59938965,29,Vice President Finance,0.02
28396458,20,Finance Manager,0.0
28396458,21,Financial Sales Consultant,0.0
28396458,22,Finance Specialist,0.0
28396458,23,Financial Advisor,0.0
28396458,24,Financial Advisor,0.0
28396458,25,Finance & Warehouse Assistant,0.0
28396458,26,Senior Financial Consultant,0.201
28396458,27,Financial Advisor,0.0
28396458,28,Financial Advisor/Wealth Manager ,0.0
28396458,29,Vice President Finance,0.017
27914096,20,Finance Manager,0.0
27914096,21,Financial Sales Consultant,0.015
27914096,22,Finance Specialist,0.015
27914096,23,Financial Advisor,0.053
27914096,24,Financial Advisor,0.026
27914096,25,Finance & Warehouse Assistant,0.0
27914096,26,Senior Financial Consultant,0.017
27914096,27,Financial Advisor,0.013
27914096,28,Financial Advisor/Wealth Manager ,0.056
27914096,29,Vice President Finance,0.014
57088974,20,Finance Manager,0.0
57088974,21,Financial Sales Consultant,0.008
57088974,22,Finance Specialist,0.008
57088974,23,Financial Advisor,0.029
57088974,24,Financial Advisor,0.014
57088974,25,Finance & Warehouse Assistant,0.0
57088974,26,Senior Financial Consultant,0.009
57088974,27,Financial Advisor,0.16
57088974,28,Financial Advisor/Wealth Manager ,0.03
57088974,29,Vice President Finance,0.0
26231609,20,Finance Manager,0.0
26231609,21,Financial Sales Consultant,0.008
26231609,22,Finance Specialist,0.008
26231609,23,Financial Advisor,0.028
26231609,24,Financial Advisor,0.014
26231609,25,Finance & Warehouse Assistant,0.0
26231609,26,Senior Financial Consultant,0.009
26231609,27,Financial Advisor,0.007
26231609,28,Financial Advisor/Wealth Manager ,0.029
26231609,29,Vice President Finance,0.007
20836112,20,Finance Manager,0.0
20836112,21,Financial Sales Consultant,0.0
20836112,22,Finance Specialist,0.0
20836112,23,Financial Advisor,0.0
20836112,24,Financial Advisor,0.0
20836112,25,Finance & Warehouse Assistant,0.0
20836112,26,Senior Financial Consultant,0.063
20836112,27,Financial Advisor,0.0
20836112,28,Financial Advisor/Wealth Manager ,0.0
20836112,29,Vice President Finance,0.0
28398216,20,Finance Manager,0.089
28398216,21,Financial Sales Consultant,0.0
28398216,22,Finance Specialist,0.0
28398216,23,Financial Advisor,0.0
28398216,24,Financial Advisor,0.0
28398216,25,Finance & Warehouse Assistant,0.0
28398216,26,Senior Financial Consultant,0.0
28398216,27,Financial Advisor,0.092
28398216,28,Financial Advisor/Wealth Manager ,0.0
28398216,29,Vice President Finance,0.015
26961846,20,Finance Manager,0.0
26961846,21,Financial Sales Consultant,0.007
26961846,22,Finance Specialist,0.007
26961846,23,Financial Advisor,0.025
26961846,24,Financial Advisor,0.012
26961846,25,Finance & Warehouse Assistant,0.0
26961846,26,Senior Financial Consultant,0.008
26961846,27,Financial Advisor,0.006
26961846,28,Financial Advisor/Wealth Manager ,0.026
26961846,29,Vice President Finance,0.0
37931076,20,Finance Manager,0.0
37931076,21,Financial Sales Consultant,0.0
37931076,22,Finance Specialist,0.0
37931076,23,Financial Advisor,0.0
37931076,24,Financial Advisor,0.0
37931076,25,Finance & Warehouse Assistant,0.0
37931076,26,Senior Financial Consultant,0.0
37931076,27,Financial Advisor,0.0
37931076,28,Financial Advisor/Wealth Manager ,0.0
37931076,29,Vice President Finance,0.006
16426777,20,Finance Manager,0.029
16426777,21,Financial Sales Consultant,0.008
16426777,22,Finance Specialist,0.033
16426777,23,Financial Advisor,0.027
16426777,24,Financial Advisor,0.013
16426777,25,Finance & Warehouse Assistant,0.0
16426777,26,Senior Financial Consultant,0.009
16426777,27,Financial Advisor,0.007
16426777,28,Financial Advisor/Wealth Manager ,0.028
16426777,29,Vice President Finance,0.007
26750846,20,Finance Manager,0.0
26750846,21,Financial Sales Consultant,0.0
26750846,22,Finance Specialist,0.0
26750846,23,Financial Advisor,0.0
26750846,24,Financial Advisor,0.0
26750846,25,Finance & Warehouse Assistant,0.0
26750846,26,Senior Financial Consultant,0.0
26750846,27,Financial Advisor,0.0
26750846,28,Financial Advisor/Wealth Manager ,0.0
26750846,29,Vice President Finance,0.0
28623782,20,Finance Manager,0.0
28623782,21,Financial Sales Consultant,0.008
28623782,22,Finance Specialist,0.008
28623782,23,Financial Advisor,0.027
28623782,24,Financial Advisor,0.014
28623782,25,Finance & Warehouse Assistant,0.0
28623782,26,Senior Financial Consultant,0.009
28623782,27,Financial Advisor,0.007
28623782,28,Financial Advisor/Wealth Manager ,0.029
28623782,29,Vice President Finance,0.0
81677620,20,Finance Manager,0.0
81677620,21,Financial Sales Consultant,0.008
81677620,22,Finance Specialist,0.008
81677620,23,Financial Advisor,0.028
81677620,24,Financial Advisor,0.014
81677620,25,Finance & Warehouse Assistant,0.0
81677620,26,Senior Financial Consultant,0.009
81677620,27,Financial Advisor,0.007
81677620,28,Financial Advisor/Wealth Manager ,0.029
81677620,29,Vice President Finance,0.007
14413148,20,Finance Manager,0.119
14413148,21,Financial Sales Consultant,0.0
14413148,22,Finance Specialist,0.0
14413148,23,Financial Advisor,0.0
14413148,24,Financial Advisor,0.0
14413148,25,Finance & Warehouse Assistant,0.0
14413148,26,Senior Financial Consultant,0.0
14413148,27,Financial Advisor,0.0
14413148,28,Financial Advisor/Wealth Manager ,0.0
14413148,29,Vice President Finance,0.0
76454959,20,Finance Manager,0.0
76454959,21,Financial Sales Consultant,0.014
76454959,22,Finance Specialist,0.014
76454959,23,Financial Advisor,0.049
76454959,24,Financial Advisor,0.024
76454959,25,Finance & Warehouse Assistant,0.0
76454959,26,Senior Financial Consultant,0.016
76454959,27,Financial Advisor,0.012
76454959,28,Financial Advisor/Wealth Manager ,0.051
76454959,29,Vice President Finance,0.006
11441764,20,Finance Manager,0.0
11441764,21,Financial Sales Consultant,0.0
11441764,22,Finance Specialist,0.0
11441764,23,Financial Advisor,0.0
11441764,24,Financial Advisor,0.0
11441764,25,Finance & Warehouse Assistant,0.0
11441764,26,Senior Financial Consultant,0.0
11441764,27,Financial Advisor,0.0
11441764,28,Financial Advisor/Wealth Manager ,0.0
11441764,29,Vice President Finance,0.0
24411323,20,Finance Manager,0.0
24411323,21,Financial Sales Consultant,0.0
24411323,22,Finance Specialist,0.0
24411323,23,Financial Advisor,0.0
24411323,24,Financial Advisor,0.0
24411323,25,Finance & Warehouse Assistant,0.0
24411323,26,Senior Financial Consultant,0.0
24411323,27,Financial Advisor,0.0
24411323,28,Financial Advisor/Wealth Manager ,0.0
24411323,29,Vice President Finance,0.012
33685988,20,Finance Manager,0.062
33685988,21,Financial Sales Consultant,0.0
33685988,22,Finance Specialist,0.071
33685988,23,Financial Advisor,0.0
33685988,24,Financial Advisor,0.0
33685988,25,Finance & Warehouse Assistant,0.0
33685988,26,Senior Financial Consultant,0.0
33685988,27,Financial Advisor,0.0
33685988,28,Financial Advisor/Wealth Manager ,0.0
33685988,29,Vice President Finance,0.0
62850928,20,Finance Manager,0.0
62850928,21,Financial Sales Consultant,0.008
62850928,22,Finance Specialist,0.008
62850928,23,Financial Advisor,0.03
62850928,24,Financial Advisor,0.015
62850928,25,Finance & Warehouse Assistant,0.0
62850928,26,Senior Financial Consultant,0.01
62850928,27,Financial Advisor,0.007
62850928,28,Financial Advisor/Wealth Manager ,0.031
62850928,29,Vice President Finance,0.008
34250007,20,Finance Manager,0.0
34250007,21,Financial Sales Consultant,0.0
34250007,22,Finance Specialist,0.0
34250007,23,Financial Advisor,0.0
34250007,24,Financial Advisor,0.0
34250007,25,Finance & Warehouse Assistant,0.0
34250007,26,Senior Financial Consultant,0.0
34250007,27,Financial Advisor,0.0
34250007,28,Financial Advisor/Wealth Manager ,0.0
34250007,29,Vice President Finance,0.006
74849878,20,Finance Manager,0.0
74849878,21,Financial Sales Consultant,0.0
74849878,22,Finance Specialist,0.0
74849878,23,Financial Advisor,0.0
74849878,24,Financial Advisor,0.0
74849878,25,Finance & Warehouse Assistant,0.0
74849878,26,Senior Financial Consultant,0.0
74849878,27,Financial Advisor,0.0
74849878,28,Financial Advisor/Wealth Manager ,0.0
74849878,29,Vice President Finance,0.005
25497147,20,Finance Manager,0.097
25497147,21,Financial Sales Consultant,0.009
25497147,22,Finance Specialist,0.009
25497147,23,Financial Advisor,0.031
25497147,24,Financial Advisor,0.015
25497147,25,Finance & Warehouse Assistant,0.0
25497147,26,Senior Financial Consultant,0.01
25497147,27,Financial Advisor,0.008
25497147,28,Financial Advisor/Wealth Manager ,0.032
25497147,29,Vice President Finance,0.0
31948488,20,Finance Manager,0.0
31948488,21,Financial Sales Consultant,0.018
31948488,22,Finance Specialist,0.018
31948488,23,Financial Advisor,0.062
31948488,24,Financial Advisor,0.031
31948488,25,Finance & Warehouse Assistant,0.0
31948488,26,Senior Financial Consultant,0.02
31948488,27,Financial Advisor,0.015
31948488,28,Financial Advisor/Wealth Manager ,0.066
31948488,29,Vice President Finance,0.0
18640927,20,Finance Manager,0.0
18640927,21,Financial Sales Consultant,0.0
18640927,22,Finance Specialist,0.0
18640927,23,Financial Advisor,0.0
18640927,24,Financial Advisor,0.0
18640927,25,Finance & Warehouse Assistant,0.0
18640927,26,Senior Financial Consultant,0.0
18640927,27,Financial Advisor,0.0
18640927,28,Financial Advisor/Wealth Manager ,0.0
18640927,29,Vice President Finance,0.0
77638654,20,Finance Manager,0.0
77638654,21,Financial Sales Consultant,0.0
77638654,22,Finance Specialist,0.0
77638654,23,Financial Advisor,0.0
77638654,24,Financial Advisor,0.0
77638654,25,Finance & Warehouse Assistant,0.0
77638654,26,Senior Financial Consultant,0.0
77638654,27,Financial Advisor,0.0
77638654,28,Financial Advisor/Wealth Manager ,0.0
77638654,29,Vice President Finance,0.0
38441665,20,Finance Manager,0.0
38441665,21,Financial Sales Consultant,0.019
38441665,22,Finance Specialist,0.019
38441665,23,Financial Advisor,0.068
38441665,24,Financial Advisor,0.034
38441665,25,Finance & Warehouse Assistant,0.0
38441665,26,Senior Financial Consultant,0.022
38441665,27,Financial Advisor,0.017
38441665,28,Financial Advisor/Wealth Manager ,0.072
38441665,29,Vice President Finance,0.0
18072085,20,Finance Manager,0.112
18072085,21,Financial Sales Consultant,0.0
18072085,22,Finance Specialist,0.032
18072085,23,Financial Advisor,0.0
18072085,24,Financial Advisor,0.0
18072085,25,Finance & Warehouse Assistant,0.0
18072085,26,Senior Financial Consultant,0.0
18072085,27,Financial Advisor,0.0
18072085,28,Financial Advisor/Wealth Manager ,0.0
18072085,29,Vice President Finance,0.0
14408510,20,Finance Manager,0.085
14408510,21,Financial Sales Consultant,0.0
14408510,22,Finance Specialist,0.0
14408510,23,Financial Advisor,0.0
14408510,24,Financial Advisor,0.0
14408510,25,Finance & Warehouse Assistant,0.0
14408510,26,Senior Financial Consultant,0.0
14408510,27,Financial Advisor,0.0
14408510,28,Financial Advisor/Wealth Manager ,0.0
14408510,29,Vice President Finance,0.007
12858898,20,Finance Manager,0.0
12858898,21,Financial Sales Consultant,0.0
12858898,22,Finance Specialist,0.0
12858898,23,Financial Advisor,0.0
12858898,24,Financial Advisor,0.0
12858898,25,Finance & Warehouse Assistant,0.0
12858898,26,Senior Financial Consultant,0.0
12858898,27,Financial Advisor,0.0
12858898,28,Financial Advisor/Wealth Manager ,0.0
12858898,29,Vice President Finance,0.022
24670867,20,Finance Manager,0.0
24670867,21,Financial Sales Consultant,0.01
24670867,22,Finance Specialist,0.054
24670867,23,Financial Advisor,0.035
24670867,24,Financial Advisor,0.017
24670867,25,Finance & Warehouse Assistant,0.0
24670867,26,Senior Financial Consultant,0.229
24670867,27,Financial Advisor,0.009
24670867,28,Financial Advisor/Wealth Manager ,0.037
24670867,29,Vice President Finance,0.0
29648950,20,Finance Manager,0.0
29648950,21,Financial Sales Consultant,0.0
29648950,22,Finance Specialist,0.0
29648950,23,Financial Advisor,0.0
29648950,24,Financial Advisor,0.0
29648950,25,Finance & Warehouse Assistant,0.0
29648950,26,Senior Financial Consultant,0.0
29648950,27,Financial Advisor,0.0
29648950,28,Financial Advisor/Wealth Manager ,0.0
29648950,29,Vice President Finance,0.02
27330027,20,Finance Manager,0.0
27330027,21,Financial Sales Consultant,0.01
27330027,22,Finance Specialist,0.011
27330027,23,Financial Advisor,0.037
27330027,24,Financial Advisor,0.018
27330027,25,Finance & Warehouse Assistant,0.0
27330027,26,Senior Financial Consultant,0.128
27330027,27,Financial Advisor,0.009
27330027,28,Financial Advisor/Wealth Manager ,0.039
27330027,29,Vice President Finance,0.01
17880988,20,Finance Manager,0.0
17880988,21,Financial Sales Consultant,0.008
17880988,22,Finance Specialist,0.008
17880988,23,Financial Advisor,0.029
17880988,24,Financial Advisor,0.014
17880988,25,Finance & Warehouse Assistant,0.0
17880988,26,Senior Financial Consultant,0.009
17880988,27,Financial Advisor,0.007
17880988,28,Financial Advisor/Wealth Manager ,0.03
17880988,29,Vice President Finance,0.008
15011085,20,Finance Manager,0.0
15011085,21,Financial Sales Consultant,0.008
15011085,22,Finance Specialist,0.008
15011085,23,Financial Advisor,0.029
15011085,24,Financial Advisor,0.014
15011085,25,Finance & Warehouse Assistant,0.0
15011085,26,Senior Financial Consultant,0.099
15011085,27,Financial Advisor,0.007
15011085,28,Financial Advisor/Wealth Manager ,0.03
15011085,29,Vice President Finance,0.03
20977412,20,Finance Manager,0.0
20977412,21,Financial Sales Consultant,0.0
20977412,22,Finance Specialist,0.0
20977412,23,Financial Advisor,0.0
20977412,24,Financial Advisor,0.0
20977412,25,Finance & Warehouse Assistant,0.0
20977412,26,Senior Financial Consultant,0.0
20977412,27,Financial Advisor,0.0
20977412,28,Financial Advisor/Wealth Manager ,0.0
20977412,29,Vice President Finance,0.0
26013403,20,Finance Manager,0.0
26013403,21,Financial Sales Consultant,0.0
26013403,22,Finance Specialist,0.0
26013403,23,Financial Advisor,0.0
26013403,24,Financial Advisor,0.0
26013403,25,Finance & Warehouse Assistant,0.0
26013403,26,Senior Financial Consultant,0.0
26013403,27,Financial Advisor,0.0
26013403,28,Financial Advisor/Wealth Manager ,0.0
26013403,29,Vice President Finance,0.0
84373843,20,Finance Manager,0.0
84373843,21,Financial Sales Consultant,0.0
84373843,22,Finance Specialist,0.0
84373843,23,Financial Advisor,0.0
84373843,24,Financial Advisor,0.0
84373843,25,Finance & Warehouse Assistant,0.0
84373843,26,Senior Financial Consultant,0.0
84373843,27,Financial Advisor,0.0
84373843,28,Financial Advisor/Wealth Manager ,0.0
84373843,29,Vice President Finance,0.09
21912637,20,Finance Manager,0.0
21912637,21,Financial Sales Consultant,0.007
21912637,22,Finance Specialist,0.007
21912637,23,Financial Advisor,0.026
21912637,24,Financial Advisor,0.013
21912637,25,Finance & Warehouse Assistant,0.0
21912637,26,Senior Financial Consultant,0.008
21912637,27,Financial Advisor,0.006
21912637,28,Financial Advisor/Wealth Manager ,0.027
21912637,29,Vice President Finance,0.007
14181049,20,Finance Manager,0.034
14181049,21,Financial Sales Consultant,0.0
14181049,22,Finance Specialist,0.029
14181049,23,Financial Advisor,0.0
14181049,24,Financial Advisor,0.0
14181049,25,Finance & Warehouse Assistant,0.0
14181049,26,Senior Financial Consultant,0.0
14181049,27,Financial Advisor,0.0
14181049,28,Financial Advisor/Wealth Manager ,0.0
14181049,29,Vice President Finance,0.024
29998869,20,Finance Manager,0.0
29998869,21,Financial Sales Consultant,0.008
29998869,22,Finance Specialist,0.008
29998869,23,Financial Advisor,0.027
29998869,24,Financial Advisor,0.013
29998869,25,Finance & Warehouse Assistant,0.0
29998869,26,Senior Financial Consultant,0.009
29998869,27,Financial Advisor,0.007
29998869,28,Financial Advisor/Wealth Manager ,0.028
29998869,29,Vice President Finance,0.021
18024825,20,Finance Manager,0.0
18024825,21,Financial Sales Consultant,0.0
18024825,22,Finance Specialist,0.0
18024825,23,Financial Advisor,0.0
18024825,24,Financial Advisor,0.0
18024825,25,Finance & Warehouse Assistant,0.0
18024825,26,Senior Financial Consultant,0.0
18024825,27,Financial Advisor,0.0
18024825,28,Financial Advisor/Wealth Manager ,0.0
18024825,29,Vice President Finance,0.005
28973180,20,Finance Manager,0.0
28973180,21,Financial Sales Consultant,0.0
28973180,22,Finance Specialist,0.0
28973180,23,Financial Advisor,0.0
28973180,24,Financial Advisor,0.0
28973180,25,Finance & Warehouse Assistant,0.0
28973180,26,Senior Financial Consultant,0.0
28973180,27,Financial Advisor,0.0
28973180,28,Financial Advisor/Wealth Manager ,0.0
28973180,29,Vice President Finance,0.0
23573064,20,Finance Manager,0.0
23573064,21,Financial Sales Consultant,0.0
23573064,22,Finance Specialist,0.0
23573064,23,Financial Advisor,0.0
23573064,24,Financial Advisor,0.0
23573064,25,Finance & Warehouse Assistant,0.0
23573064,26,Senior Financial Consultant,0.0
23573064,27,Financial Advisor,0.0
23573064,28,Financial Advisor/Wealth Manager ,0.092
23573064,29,Vice President Finance,0.005
10549585,20,Finance Manager,0.0
10549585,21,Financial Sales Consultant,0.0
10549585,22,Finance Specialist,0.0
10549585,23,Financial Advisor,0.0
10549585,24,Financial Advisor,0.0
10549585,25,Finance & Warehouse Assistant,0.0
10549585,26,Senior Financial Consultant,0.0
10549585,27,Financial Advisor,0.0
10549585,28,Financial Advisor/Wealth Manager ,0.0
10549585,29,Vice President Finance,0.0
23354541,20,Finance Manager,0.0
23354541,21,Financial Sales Consultant,0.0
23354541,22,Finance Specialist,0.0
23354541,23,Financial Advisor,0.0
23354541,24,Financial Advisor,0.0
23354541,25,Finance & Warehouse Assistant,0.0
23354541,26,Senior Financial Consultant,0.0
23354541,27,Financial Advisor,0.0
23354541,28,Financial Advisor/Wealth Manager ,0.0
23354541,29,Vice President Finance,0.018
29494962,20,Finance Manager,0.0
29494962,21,Financial Sales Consultant,0.0
29494962,22,Finance Specialist,0.0
29494962,23,Financial Advisor,0.0
29494962,24,Financial Advisor,0.0
29494962,25,Finance & Warehouse Assistant,0.0
29494962,26,Senior Financial Consultant,0.0
29494962,27,Financial Advisor,0.0
29494962,28,Financial Advisor/Wealth Manager ,0.0
29494962,29,Vice President Finance,0.006
81217013,20,Finance Manager,0.0
81217013,21,Financial Sales Consultant,0.008
81217013,22,Finance Specialist,0.008
81217013,23,Financial Advisor,0.029
81217013,24,Financial Advisor,0.014
81217013,25,Finance & Warehouse Assistant,0.0
81217013,26,Senior Financial Consultant,0.009
81217013,27,Financial Advisor,0.007
81217013,28,Financial Advisor/Wealth Manager ,0.031
81217013,29,Vice President Finance,0.0
39675895,20,Finance Manager,0.0
39675895,21,Financial Sales Consultant,0.0
39675895,22,Finance Specialist,0.0
39675895,23,Financial Advisor,0.0
39675895,24,Financial Advisor,0.0
39675895,25,Finance & Warehouse Assistant,0.0
39675895,26,Senior Financial Consultant,0.068
39675895,27,Financial Advisor,0.0
39675895,28,Financial Advisor/Wealth Manager ,0.0
39675895,29,Vice President Finance,0.006
12071138,20,Finance Manager,0.0
12071138,21,Financial Sales Consultant,0.007
12071138,22,Finance Specialist,0.007
12071138,23,Financial Advisor,0.025
12071138,24,Financial Advisor,0.012
12071138,25,Finance & Warehouse Assistant,0.0
12071138,26,Senior Financial Consultant,0.008
12071138,27,Financial Advisor,0.073
12071138,28,Financial Advisor/Wealth Manager ,0.026
12071138,29,Vice President Finance,0.007
25330083,20,Finance Manager,0.045
25330083,21,Financial Sales Consultant,0.008
25330083,22,Finance Specialist,0.008
25330083,23,Financial Advisor,0.029
25330083,24,Financial Advisor,0.014
25330083,25,Finance & Warehouse Assistant,0.0
25330083,26,Senior Financial Consultant,0.009
25330083,27,Financial Advisor,0.007
25330083,28,Financial Advisor/Wealth Manager ,0.03
25330083,29,Vice President Finance,0.015
69487178,20,Finance Manager,0.0
69487178,21,Financial Sales Consultant,0.008
69487178,22,Finance Specialist,0.008
69487178,23,Financial Advisor,0.029
69487178,24,Financial Advisor,0.014
69487178,25,Finance & Warehouse Assistant,0.0
69487178,26,Senior Financial Consultant,0.009
69487178,27,Financial Advisor,0.007
69487178,28,Financial Advisor/Wealth Manager ,0.031
69487178,29,Vice President Finance,0.008
86595128,20,Finance Manager,0.0
86595128,21,Financial Sales Consultant,0.0
86595128,22,Finance Specialist,0.0
86595128,23,Financial Advisor,0.0
86595128,24,Financial Advisor,0.0
86595128,25,Finance & Warehouse Assistant,0.0
86595128,26,Senior Financial Consultant,0.073
86595128,27,Financial Advisor,0.0
86595128,28,Financial Advisor/Wealth Manager ,0.0
86595128,29,Vice President Finance,0.012
74512244,20,Finance Manager,0.0
74512244,21,Financial Sales Consultant,0.0
74512244,22,Finance Specialist,0.0
74512244,23,Financial Advisor,0.0
74512244,24,Financial Advisor,0.0
74512244,25,Finance & Warehouse Assistant,0.0
74512244,26,Senior Financial Consultant,0.0
74512244,27,Financial Advisor,0.0
74512244,28,Financial Advisor/Wealth Manager ,0.0
74512244,29,Vice President Finance,0.012
25678238,20,Finance Manager,0.0
25678238,21,Financial Sales Consultant,0.0
25678238,22,Finance Specialist,0.0
25678238,23,Financial Advisor,0.0
25678238,24,Financial Advisor,0.0
25678238,25,Finance & Warehouse Assistant,0.0
25678238,26,Senior Financial Consultant,0.0
25678238,27,Financial Advisor,0.0
25678238,28,Financial Advisor/Wealth Manager ,0.0
25678238,29,Vice President Finance,0.0
38907798,20,Finance Manager,0.0
38907798,21,Financial Sales Consultant,0.009
38907798,22,Finance Specialist,0.009
38907798,23,Financial Advisor,0.03
38907798,24,Financial Advisor,0.015
38907798,25,Finance & Warehouse Assistant,0.0
38907798,26,Senior Financial Consultant,0.01
38907798,27,Financial Advisor,0.007
38907798,28,Financial Advisor/Wealth Manager ,0.032
38907798,29,Vice President Finance,0.008
58165257,20,Finance Manager,0.0
58165257,21,Financial Sales Consultant,0.018
58165257,22,Finance Specialist,0.018
58165257,23,Financial Advisor,0.307
58165257,24,Financial Advisor,0.212
58165257,25,Finance & Warehouse Assistant,0.0
58165257,26,Senior Financial Consultant,0.215
58165257,27,Financial Advisor,0.015
58165257,28,Financial Advisor/Wealth Manager ,0.194
58165257,29,Vice President Finance,0.016
93653247,20,Finance Manager,0.0
93653247,21,Financial Sales Consultant,0.01
93653247,22,Finance Specialist,0.01
93653247,23,Financial Advisor,0.034
93653247,24,Financial Advisor,0.017
93653247,25,Finance & Warehouse Assistant,0.0
93653247,26,Senior Financial Consultant,0.224
93653247,27,Financial Advisor,0.008
93653247,28,Financial Advisor/Wealth Manager ,0.036
93653247,29,Vice President Finance,0.0
29612672,20,Finance Manager,0.0
29612672,21,Financial Sales Consultant,0.0
29612672,22,Finance Specialist,0.0
29612672,23,Financial Advisor,0.0
29612672,24,Financial Advisor,0.0
29612672,25,Finance & Warehouse Assistant,0.0
29612672,26,Senior Financial Consultant,0.0
29612672,27,Financial Advisor,0.0
29612672,28,Financial Advisor/Wealth Manager ,0.0
29612672,29,Vice President Finance,0.0
66741193,20,Finance Manager,0.028
66741193,21,Financial Sales Consultant,0.0
66741193,22,Finance Specialist,0.024
66741193,23,Financial Advisor,0.0
66741193,24,Financial Advisor,0.0
66741193,25,Finance & Warehouse Assistant,0.0
66741193,26,Senior Financial Consultant,0.0
66741193,27,Financial Advisor,0.0
66741193,28,Financial Advisor/Wealth Manager ,0.0
66741193,29,Vice President Finance,0.0
24553863,20,Finance Manager,0.0
24553863,21,Financial Sales Consultant,0.0
24553863,22,Finance Specialist,0.0
24553863,23,Financial Advisor,0.0
24553863,24,Financial Advisor,0.0
24553863,25,Finance & Warehouse Assistant,0.0
24553863,26,Senior Financial Consultant,0.0
24553863,27,Financial Advisor,0.0
24553863,28,Financial Advisor/Wealth Manager ,0.0
24553863,29,Vice President Finance,0.007
16449850,20,Finance Manager,0.0
16449850,21,Financial Sales Consultant,0.012
16449850,22,Finance Specialist,0.012
16449850,23,Financial Advisor,0.042
16449850,24,Financial Advisor,0.099
16449850,25,Finance & Warehouse Assistant,0.0
16449850,26,Senior Financial Consultant,0.014
16449850,27,Financial Advisor,0.01
16449850,28,Financial Advisor/Wealth Manager ,0.045
